,YEAR,STATE,State_Abrv,COUNTY,DEATHS,TOTAL_POP,_merge_old,COUNTY_Abrv,mortality_rate_state_avg,_merge,Deaths_Per_Cap,treatment_status
27,2003,Alabama,,ESCAMBIA COUNTY,0.0,37796,left_only,ESCAMBIA,1.165762294184667e-05,both,0.0,Control
28,2003,Alabama,,ETOWAH COUNTY,1.0,103025,left_only,ETOWAH,1.165762294184667e-05,both,9.70638194612958e-06,Control
29,2003,Alabama,,FAYETTE COUNTY,0.0,18178,left_only,FAYETTE,1.165762294184667e-05,both,0.0,Control
30,2003,Alabama,,FRANKLIN COUNTY,0.0,30874,left_only,FRANKLIN,1.165762294184667e-05,both,0.0,Control
31,2003,Alabama,,GENEVA COUNTY,0.0,25702,left_only,GENEVA,1.165762294184667e-05,both,0.0,Control
32,2003,Alabama,,GREENE COUNTY,0.0,9805,left_only,GREENE,1.165762294184667e-05,both,0.0,Control
33,2003,Alabama,,HALE COUNTY,0.0,17116,left_only,HALE,1.165762294184667e-05,both,0.0,Control
34,2003,Alabama,,HENRY COUNTY,0.0,16563,left_only,HENRY,1.165762294184667e-05,both,0.0,Control
35,2003,Alabama,,HOUSTON COUNTY,1.0,91321,left_only,HOUSTON,1.165762294184667e-05,both,1.0950383810952574e-05,Control
36,2003,Alabama,,JACKSON COUNTY,1.0,53711,left_only,JACKSON,1.165762294184667e-05,both,1.861816015341364e-05,Control
37,2003,Alabama,AL,JEFFERSON COUNTY,69.0,657513,both,JEFFERSON,1.165762294184667e-05,both,0.00010494089090253728,Control
38,2003,Alabama,,LAMAR COUNTY,0.0,15258,left_only,LAMAR,1.165762294184667e-05,both,0.0,Control
39,2003,Alabama,,LAUDERDALE COUNTY,1.0,88103,left_only,LAUDERDALE,1.165762294184667e-05,both,1.135035129337253e-05,Control
40,2003,Alabama,,LAWRENCE COUNTY,0.0,34488,left_only,LAWRENCE,1.165762294184667e-05,both,0.0,Control
41,2003,Alabama,,LEE COUNTY,1.0,120071,left_only,LEE,1.165762294184667e-05,both,8.328405693298133e-06,Control
42,2003,Alabama,,LIMESTONE COUNTY,1.0,68578,left_only,LIMESTONE,1.165762294184667e-05,both,1.4581935897809793e-05,Control
43,2003,Alabama,,LOWNDES COUNTY,0.0,12996,left_only,LOWNDES,1.165762294184667e-05,both,0.0,Control
44,2003,Alabama,,MACON COUNTY,0.0,23110,left_only,MACON,1.165762294184667e-05,both,0.0,Control
45,2003,Alabama,,MADISON COUNTY,3.0,291342,left_only,MADISON,1.165762294184667e-05,both,1.0297176514199807e-05,Control
46,2003,Alabama,,MARENGO COUNTY,0.0,22025,left_only,MARENGO,1.165762294184667e-05,both,0.0,Control
47,2003,Alabama,,MARION COUNTY,0.0,30554,left_only,MARION,1.165762294184667e-05,both,0.0,Control
48,2003,Alabama,,MARSHALL COUNTY,1.0,84348,left_only,MARSHALL,1.165762294184667e-05,both,1.185564565846256e-05,Control
49,2003,Alabama,AL,MOBILE COUNTY,26.0,398082,both,MOBILE,1.165762294184667e-05,both,6.531317668219111e-05,Control
50,2003,Alabama,,MONROE COUNTY,0.0,23853,left_only,MONROE,1.165762294184667e-05,both,0.0,Control
51,2003,Alabama,,MONTGOMERY COUNTY,3.0,222680,left_only,MONTGOMERY,1.165762294184667e-05,both,1.3472247170828093e-05,Control
52,2003,Alabama,,MORGAN COUNTY,1.0,112898,left_only,MORGAN,1.165762294184667e-05,both,8.857552835302662e-06,Control
53,2003,Alabama,,PERRY COUNTY,0.0,11301,left_only,PERRY,1.165762294184667e-05,both,0.0,Control
54,2003,Alabama,,PICKENS COUNTY,0.0,20527,left_only,PICKENS,1.165762294184667e-05,both,0.0,Control
55,2003,Alabama,,PIKE COUNTY,0.0,30050,left_only,PIKE,1.165762294184667e-05,both,0.0,Control
56,2003,Alabama,,RANDOLPH COUNTY,0.0,22359,left_only,RANDOLPH,1.165762294184667e-05,both,0.0,Control
57,2003,Alabama,,RUSSELL COUNTY,1.0,49065,left_only,RUSSELL,1.165762294184667e-05,both,2.0381127076327322e-05,Control
58,2003,Alabama,,SHELBY COUNTY,2.0,159704,left_only,SHELBY,1.165762294184667e-05,both,1.2523167860542003e-05,Control
59,2003,Alabama,,ST. CLAIR COUNTY,1.0,68629,left_only,ST. CLAIR,1.165762294184667e-05,both,1.4571099680892917e-05,Control
60,2003,Alabama,,SUMTER COUNTY,0.0,14329,left_only,SUMTER,1.165762294184667e-05,both,0.0,Control
61,2003,Alabama,,TALLADEGA COUNTY,1.0,80900,left_only,TALLADEGA,1.165762294184667e-05,both,1.2360939431396786e-05,Control
62,2003,Alabama,,TALLAPOOSA COUNTY,0.0,40898,left_only,TALLAPOOSA,1.165762294184667e-05,both,0.0,Control
63,2003,Alabama,,TUSCALOOSA COUNTY,2.0,169725,left_only,TUSCALOOSA,1.165762294184667e-05,both,1.1783767859773162e-05,Control
64,2003,Alabama,,WALKER COUNTY,1.0,69105,left_only,WALKER,1.165762294184667e-05,both,1.4470732942623544e-05,Control
65,2003,Alabama,,WASHINGTON COUNTY,0.0,17910,left_only,WASHINGTON,1.165762294184667e-05,both,0.0,Control
66,2003,Alabama,,WILCOX COUNTY,0.0,12600,left_only,WILCOX,1.165762294184667e-05,both,0.0,Control
67,2003,Alabama,,WINSTON COUNTY,0.0,24576,left_only,WINSTON,1.165762294184667e-05,both,0.0,Control
68,2003,Arizona,,APACHE COUNTY,4.0,68072,left_only,APACHE,5.80723886843047e-05,both,5.876131155247385e-05,Control
69,2003,Arizona,,ARIZONA,10.0,5510364,left_only,,5.80723886843047e-05,both,1.814762146384522e-06,Control
70,2003,Arizona,AZ,COCHISE COUNTY,11.0,120638,both,COCHISE,5.80723886843047e-05,both,9.118188298877634e-05,Control
71,2003,Arizona,AZ,COCONINO COUNTY,11.0,122882,both,COCONINO,5.80723886843047e-05,both,8.951677218795267e-05,Control
72,2003,Arizona,,GILA COUNTY,3.0,51337,left_only,GILA,5.80723886843047e-05,both,5.843738434267682e-05,Control
73,2003,Arizona,,GRAHAM COUNTY,2.0,32985,left_only,GRAHAM,5.80723886843047e-05,both,6.0633621343034716e-05,Control
74,2003,Arizona,,GREENLEE COUNTY,0.0,7567,left_only,GREENLEE,5.80723886843047e-05,both,0.0,Control
75,2003,Arizona,,LA PAZ COUNTY,1.0,19722,left_only,LA PAZ,5.80723886843047e-05,both,5.0704796673765336e-05,Control
76,2003,Arizona,AZ,MARICOPA COUNTY,415.0,3328468,both,MARICOPA,5.80723886843047e-05,both,0.00012468198582651238,Control
77,2003,Arizona,AZ,MOHAVE COUNTY,11.0,172633,both,MOHAVE,5.80723886843047e-05,both,6.371898767906484e-05,Control
78,2003,Arizona,,NAVAJO COUNTY,6.0,101529,left_only,NAVAJO,5.80723886843047e-05,both,5.9096415802381585e-05,Control
79,2003,Arizona,AZ,PIMA COUNTY,159.0,885893,both,PIMA,5.80723886843047e-05,both,0.00017947991461722803,Control
80,2003,Arizona,AZ,PINAL COUNTY,18.0,207920,both,PINAL,5.80723886843047e-05,both,8.65717583686033e-05,Control
81,2003,Arizona,,SANTA CRUZ COUNTY,2.0,40625,left_only,SANTA CRUZ,5.80723886843047e-05,both,4.923076923076923e-05,Control
82,2003,Arizona,AZ,YAVAPAI COUNTY,15.0,182090,both,YAVAPAI,5.80723886843047e-05,both,8.23768466143116e-05,Control
83,2003,Arizona,,YUMA COUNTY,10.0,168003,left_only,YUMA,5.80723886843047e-05,both,5.9522746617619926e-05,Control
84,2003,California,CA,ALAMEDA COUNTY,124.0,1454163,both,ALAMEDA,4.5967511734196646e-05,both,8.527242131728012e-05,Control
85,2003,California,,ALPINE COUNTY,0.0,1233,left_only,ALPINE,4.5967511734196646e-05,both,0.0,Control
86,2003,California,,AMADOR COUNTY,2.0,36994,left_only,AMADOR,4.5967511734196646e-05,both,5.406282099799968e-05,Control
87,2003,California,CA,BUTTE COUNTY,40.0,211481,both,BUTTE,4.5967511734196646e-05,both,0.00018914228701396343,Control
88,2003,California,,CALAVERAS COUNTY,2.0,43755,left_only,CALAVERAS,4.5967511734196646e-05,both,4.570906182150611e-05,Control
89,2003,California,,CALIFORNIA,10.0,35253159,left_only,CAL,4.5967511734196646e-05,both,2.836625222721175e-07,Control
90,2003,California,,COLUSA COUNTY,1.0,19568,left_only,COLUSA,4.5967511734196646e-05,both,5.110384300899428e-05,Control
91,2003,California,CA,CONTRA COSTA COUNTY,64.0,987531,both,CONTRA COSTA,4.5967511734196646e-05,both,6.480809210039989e-05,Control
92,2003,California,,DEL NORTE COUNTY,1.0,27601,left_only,DEL NORTE,4.5967511734196646e-05,both,3.623057135611029e-05,Control
93,2003,California,CA,EL DORADO COUNTY,10.0,168331,both,EL DORADO,4.5967511734196646e-05,both,5.9406764054155204e-05,Control
94,2003,California,CA,FRESNO COUNTY,84.0,847193,both,FRESNO,4.5967511734196646e-05,both,9.91509608790441e-05,Control
95,2003,California,,GLENN COUNTY,1.0,27016,left_only,GLENN,4.5967511734196646e-05,both,3.7015102161681964e-05,Control
96,2003,California,CA,HUMBOLDT COUNTY,38.0,129754,both,HUMBOLDT,4.5967511734196646e-05,both,0.0002928618770904943,Control
97,2003,California,,IMPERIAL COUNTY,7.0,148984,left_only,IMPERIAL,4.5967511734196646e-05,both,4.698491113139666e-05,Control
98,2003,California,,INYO COUNTY,1.0,18593,left_only,INYO,4.5967511734196646e-05,both,5.378368203087183e-05,Control
99,2003,California,CA,KERN COUNTY,110.0,714272,both,KERN,4.5967511734196646e-05,both,0.00015400295685677164,Control
100,2003,California,,KINGS COUNTY,6.0,139393,left_only,KINGS,4.5967511734196646e-05,both,4.3043768338438806e-05,Control
101,2003,California,,LAKE COUNTY,3.0,62496,left_only,LAKE,4.5967511734196646e-05,both,4.8003072196620584e-05,Control
102,2003,California,,LASSEN COUNTY,2.0,33930,left_only,LASSEN,4.5967511734196646e-05,both,5.8944886531093426e-05,Control
103,2003,California,CA,LOS ANGELES COUNTY,862.0,9767145,both,LOS ANGELES,4.5967511734196646e-05,both,8.825506327591123e-05,Control
104,2003,California,CA,MADERA COUNTY,14.0,132738,both,MADERA,4.5967511734196646e-05,both,0.00010547092769214542,Control
105,2003,California,CA,MARIN COUNTY,19.0,245054,both,MARIN,4.5967511734196646e-05,both,7.75339312967754e-05,Control
106,2003,California,,MARIPOSA COUNTY,1.0,17707,left_only,MARIPOSA,4.5967511734196646e-05,both,5.64748404585757e-05,Control
107,2003,California,CA,MENDOCINO COUNTY,15.0,88140,both,MENDOCINO,4.5967511734196646e-05,both,0.00017018379850238256,Control
108,2003,California,CA,MERCED COUNTY,18.0,231735,both,MERCED,4.5967511734196646e-05,both,7.767493041620816e-05,Control
109,2003,California,,MODOC COUNTY,0.0,9501,left_only,MODOC,4.5967511734196646e-05,both,0.0,Control
110,2003,California,,MONO COUNTY,1.0,13352,left_only,MONO,4.5967511734196646e-05,both,7.489514679448772e-05,Control
111,2003,California,CA,MONTEREY COUNTY,29.0,409725,both,MONTEREY,4.5967511734196646e-05,both,7.077918115809384e-05,Control
112,2003,California,CA,NAPA COUNTY,13.0,130138,both,NAPA,4.5967511734196646e-05,both,9.989395872074259e-05,Control
113,2003,California,,NEVADA COUNTY,4.0,95606,left_only,NEVADA,4.5967511734196646e-05,both,4.183837834445537e-05,Control
114,2003,California,CA,ORANGE COUNTY,228.0,2929376,both,ORANGE,4.5967511734196646e-05,both,7.783227554264116e-05,Control
115,2003,California,CA,PLACER COUNTY,28.0,290726,both,PLACER,4.5967511734196646e-05,both,9.63106154936263e-05,Control
116,2003,California,,PLUMAS COUNTY,1.0,20957,left_only,PLUMAS,4.5967511734196646e-05,both,4.771675335210192e-05,Control
117,2003,California,CA,RIVERSIDE COUNTY,174.0,1771656,both,RIVERSIDE,4.5967511734196646e-05,both,9.821319714436663e-05,Control
118,2003,California,CA,SACRAMENTO COUNTY,168.0,1328531,both,SACRAMENTO,4.5967511734196646e-05,both,0.00012645546095650008,Control
119,2003,California,,SAN BENITO COUNTY,3.0,55198,left_only,SAN BENITO,4.5967511734196646e-05,both,5.434979528243777e-05,Control
120,2003,California,CA,SAN BERNARDINO COUNTY,167.0,1846115,both,SAN BERNARDINO,4.5967511734196646e-05,both,9.046023676748199e-05,Control
121,2003,California,CA,SAN DIEGO COUNTY,305.0,2914702,both,SAN DIEGO,4.5967511734196646e-05,both,0.00010464191536561885,Control
122,2003,California,CA,SAN FRANCISCO COUNTY,147.0,766160,both,SAN FRANCISCO,4.5967511734196646e-05,both,0.00019186592878772058,Control
123,2003,California,CA,SAN JOAQUIN COUNTY,67.0,626778,both,SAN JOAQUIN,4.5967511734196646e-05,both,0.00010689590253646426,Control
124,2003,California,CA,SAN LUIS OBISPO COUNTY,10.0,254674,both,SAN LUIS OBISPO,4.5967511734196646e-05,both,3.926588501378232e-05,Control
125,2003,California,CA,SAN MATEO COUNTY,51.0,693057,both,SAN MATEO,4.5967511734196646e-05,both,7.358702098095828e-05,Control
126,2003,California,CA,SANTA BARBARA COUNTY,44.0,406810,both,SANTA BARBARA,4.5967511734196646e-05,both,0.0001081585998377621,Control
127,2003,California,CA,SANTA CLARA COUNTY,78.0,1663592,both,SANTA CLARA,4.5967511734196646e-05,both,4.6886496208204894e-05,Control
128,2003,California,CA,SANTA CRUZ COUNTY,32.0,253021,both,SANTA CRUZ,4.5967511734196646e-05,both,0.0001264717157864367,Control
129,2003,California,CA,SHASTA COUNTY,31.0,173202,both,SHASTA,4.5967511734196646e-05,both,0.00017898176695419223,Control
130,2003,California,,SIERRA COUNTY,0.0,3511,left_only,SIERRA,4.5967511734196646e-05,both,0.0,Control
131,2003,California,,SISKIYOU COUNTY,2.0,44287,left_only,SISKIYOU,4.5967511734196646e-05,both,4.515997922640955e-05,Control
132,2003,California,CA,SOLANO COUNTY,29.0,408409,both,SOLANO,4.5967511734196646e-05,both,7.100725008508627e-05,Control
133,2003,California,CA,SONOMA COUNTY,42.0,466489,both,SONOMA,4.5967511734196646e-05,both,9.003427733558562e-05,Control
134,2003,California,CA,STANISLAUS COUNTY,82.0,487357,both,STANISLAUS,4.5967511734196646e-05,both,0.00016825448285343189,Control
135,2003,California,,SUTTER COUNTY,4.0,84671,left_only,SUTTER,4.5967511734196646e-05,both,4.724167660710279e-05,Control
136,2003,California,,TEHAMA COUNTY,3.0,58528,left_only,TEHAMA,4.5967511734196646e-05,both,5.1257517769272824e-05,Control
137,2003,California,,TRINITY COUNTY,1.0,13210,left_only,TRINITY,4.5967511734196646e-05,both,7.57002271006813e-05,Control
138,2003,California,CA,TULARE COUNTY,31.0,388743,both,TULARE,4.5967511734196646e-05,both,7.974420118175761e-05,Control
139,2003,California,,TUOLUMNE COUNTY,3.0,56513,left_only,TUOLUMNE,4.5967511734196646e-05,both,5.308513085484756e-05,Control
140,2003,California,CA,VENTURA COUNTY,87.0,788070,both,VENTURA,4.5967511734196646e-05,both,0.00011039628459400814,Control
141,2003,California,,YOLO COUNTY,8.0,182954,left_only,YOLO,4.5967511734196646e-05,both,4.372683844026367e-05,Control
142,2003,California,,YUBA COUNTY,3.0,62733,left_only,YUBA,4.5967511734196646e-05,both,4.782172062550811e-05,Control
143,2003,Colorado,CO,ADAMS COUNTY,42.0,377464,both,ADAMS,3.9856630951003507e-05,both,0.00011126888921857448,Control
144,2003,Colorado,,ALAMOSA COUNTY,1.0,15067,left_only,ALAMOSA,3.9856630951003507e-05,both,6.637021304838388e-05,Control
145,2003,Colorado,CO,ARAPAHOE COUNTY,45.0,513690,both,ARAPAHOE,3.9856630951003507e-05,both,8.760147170472464e-05,Control
146,2003,Colorado,,ARCHULETA COUNTY,0.0,11089,left_only,ARCHULETA,3.9856630951003507e-05,both,0.0,Control
147,2003,Colorado,,BACA COUNTY,0.0,4117,left_only,BACA,3.9856630951003507e-05,both,0.0,Control
148,2003,Colorado,,BENT COUNTY,0.0,6166,left_only,BENT,3.9856630951003507e-05,both,0.0,Control
149,2003,Colorado,CO,BOULDER COUNTY,20.0,278768,both,BOULDER,3.9856630951003507e-05,both,7.174424611146185e-05,Control
150,2003,Colorado,,BROOMFIELD COUNTY,2.0,43805,left_only,BROOMFIELD,3.9856630951003507e-05,both,4.565688848304988e-05,Control
151,2003,Colorado,,CHAFFEE COUNTY,1.0,16921,left_only,CHAFFEE,3.9856630951003507e-05,both,5.9098162047160334e-05,Control
152,2003,Colorado,,CHEYENNE COUNTY,0.0,2021,left_only,CHEYENNE,3.9856630951003507e-05,both,0.0,Control
153,2003,Colorado,,CLEAR CREEK COUNTY,0.0,9402,left_only,CLEAR CREEK,3.9856630951003507e-05,both,0.0,Control
154,2003,Colorado,,COLORADO,10.0,4528732,left_only,C,3.9856630951003507e-05,both,2.208123598393546e-06,Control
155,2003,Colorado,,CONEJOS COUNTY,0.0,8310,left_only,CONEJOS,3.9856630951003507e-05,both,0.0,Control
156,2003,Colorado,,COSTILLA COUNTY,0.0,3645,left_only,COSTILLA,3.9856630951003507e-05,both,0.0,Control
157,2003,Colorado,,CROWLEY COUNTY,0.0,5464,left_only,CROWLEY,3.9856630951003507e-05,both,0.0,Control
158,2003,Colorado,,CUSTER COUNTY,0.0,3865,left_only,CUSTER,3.9856630951003507e-05,both,0.0,Control
159,2003,Colorado,,DELTA COUNTY,1.0,28929,left_only,DELTA,3.9856630951003507e-05,both,3.456738912509938e-05,Control
160,2003,Colorado,CO,DENVER COUNTY,107.0,552588,both,DENVER,3.9856630951003507e-05,both,0.0001936343170680507,Control
161,2003,Colorado,,DOLORES COUNTY,0.0,1842,left_only,DOLORES,3.9856630951003507e-05,both,0.0,Control
162,2003,Colorado,,DOUGLAS COUNTY,9.0,220352,left_only,DOUGLAS,3.9856630951003507e-05,both,4.084374092361313e-05,Control
163,2003,Colorado,,EAGLE COUNTY,2.0,44995,left_only,EAGLE,3.9856630951003507e-05,both,4.44493832648072e-05,Control
164,2003,Colorado,CO,EL PASO COUNTY,53.0,547549,both,EL PASO,3.9856630951003507e-05,both,9.67949900374213e-05,Control
165,2003,Colorado,,ELBERT COUNTY,1.0,21834,left_only,ELBERT,3.9856630951003507e-05,both,4.5800128240359075e-05,Control
166,2003,Colorado,,FREMONT COUNTY,2.0,46901,left_only,FREMONT,3.9856630951003507e-05,both,4.26430140082301e-05,Control
167,2003,Colorado,,GARFIELD COUNTY,2.0,47622,left_only,GARFIELD,3.9856630951003507e-05,both,4.199739616143799e-05,Control
168,2003,Colorado,,GILPIN COUNTY,0.0,4777,left_only,GILPIN,3.9856630951003507e-05,both,0.0,Control
169,2003,Colorado,,GRAND COUNTY,1.0,13324,left_only,GRAND,3.9856630951003507e-05,both,7.505253677574302e-05,Control
170,2003,Colorado,,GUNNISON COUNTY,1.0,14273,left_only,GUNNISON,3.9856630951003507e-05,both,7.006235549639179e-05,Control
171,2003,Colorado,,HINSDALE COUNTY,0.0,779,left_only,HINSDALE,3.9856630951003507e-05,both,0.0,Control
172,2003,Colorado,,HUERFANO COUNTY,0.0,7428,left_only,HUERFANO,3.9856630951003507e-05,both,0.0,Control
173,2003,Colorado,,JACKSON COUNTY,0.0,1512,left_only,JACKSON,3.9856630951003507e-05,both,0.0,Control
174,2003,Colorado,CO,JEFFERSON COUNTY,50.0,524940,both,JEFFERSON,3.9856630951003507e-05,both,9.524898083590506e-05,Control
175,2003,Colorado,,KIOWA COUNTY,0.0,1501,left_only,KIOWA,3.9856630951003507e-05,both,0.0,Control
176,2003,Colorado,,KIT CARSON COUNTY,0.0,8133,left_only,KIT CARSON,3.9856630951003507e-05,both,0.0,Control
177,2003,Colorado,,LA PLATA COUNTY,2.0,46121,left_only,LA PLATA,3.9856630951003507e-05,both,4.336419418486156e-05,Control
178,2003,Colorado,,LAKE COUNTY,0.0,7491,left_only,LAKE,3.9856630951003507e-05,both,0.0,Control
179,2003,Colorado,CO,LARIMER COUNTY,23.0,268448,both,LARIMER,3.9856630951003507e-05,both,8.567767314340208e-05,Control
180,2003,Colorado,,LAS ANIMAS COUNTY,1.0,15706,left_only,LAS ANIMAS,3.9856630951003507e-05,both,6.366993505666624e-05,Control
181,2003,Colorado,,LINCOLN COUNTY,0.0,5904,left_only,LINCOLN,3.9856630951003507e-05,both,0.0,Control
182,2003,Colorado,,LOGAN COUNTY,1.0,21825,left_only,LOGAN,3.9856630951003507e-05,both,4.581901489117984e-05,Control
183,2003,Colorado,,MESA COUNTY,5.0,124994,left_only,MESA,3.9856630951003507e-05,both,4.0001920092164424e-05,Control
184,2003,Colorado,,MINERAL COUNTY,0.0,828,left_only,MINERAL,3.9856630951003507e-05,both,0.0,Control
185,2003,Colorado,,MOFFAT COUNTY,1.0,13106,left_only,MOFFAT,3.9856630951003507e-05,both,7.630093087135663e-05,Control
186,2003,Colorado,,MONTEZUMA COUNTY,1.0,24255,left_only,MONTEZUMA,3.9856630951003507e-05,both,4.1228612657184085e-05,Control
187,2003,Colorado,,MONTROSE COUNTY,1.0,35767,left_only,MONTROSE,3.9856630951003507e-05,both,2.795873291022451e-05,Control
188,2003,Colorado,,MORGAN COUNTY,1.0,27736,left_only,MORGAN,3.9856630951003507e-05,both,3.605422555523507e-05,Control
189,2003,Colorado,,OTERO COUNTY,1.0,19585,left_only,OTERO,3.9856630951003507e-05,both,5.105948429920858e-05,Control
190,2003,Colorado,,OURAY COUNTY,0.0,3880,left_only,OURAY,3.9856630951003507e-05,both,0.0,Control
191,2003,Colorado,,PARK COUNTY,1.0,16024,left_only,PARK,3.9856630951003507e-05,both,6.240639041437844e-05,Control
192,2003,Colorado,,PHILLIPS COUNTY,0.0,4415,left_only,PHILLIPS,3.9856630951003507e-05,both,0.0,Control
193,2003,Colorado,,PITKIN COUNTY,1.0,15217,left_only,PITKIN,3.9856630951003507e-05,both,6.571597555365709e-05,Control
194,2003,Colorado,,PROWERS COUNTY,1.0,13853,left_only,PROWERS,3.9856630951003507e-05,both,7.218652999350322e-05,Control
195,2003,Colorado,CO,PUEBLO COUNTY,10.0,147907,both,PUEBLO,3.9856630951003507e-05,both,6.76100522625704e-05,Control
196,2003,Colorado,,RIO BLANCO COUNTY,0.0,5923,left_only,RIO BLANCO,3.9856630951003507e-05,both,0.0,Control
197,2003,Colorado,,RIO GRANDE COUNTY,0.0,12296,left_only,RIO GRANDE,3.9856630951003507e-05,both,0.0,Control
198,2003,Colorado,,ROUTT COUNTY,1.0,20893,left_only,ROUTT,3.9856630951003507e-05,both,4.786292059541473e-05,Control
199,2003,Colorado,,SAGUACHE COUNTY,0.0,6262,left_only,SAGUACHE,3.9856630951003507e-05,both,0.0,Control
200,2003,Colorado,,SAN JUAN COUNTY,0.0,610,left_only,SAN JUAN,3.9856630951003507e-05,both,0.0,Control
201,2003,Colorado,,SAN MIGUEL COUNTY,0.0,7062,left_only,SAN MIGUEL,3.9856630951003507e-05,both,0.0,Control
202,2003,Colorado,,SEDGWICK COUNTY,0.0,2652,left_only,SEDGWICK,3.9856630951003507e-05,both,0.0,Control
203,2003,Colorado,,SUMMIT COUNTY,1.0,25408,left_only,SUMMIT,3.9856630951003507e-05,both,3.9357682619647354e-05,Control
204,2003,Colorado,,TELLER COUNTY,1.0,21682,left_only,TELLER,3.9856630951003507e-05,both,4.612120653076284e-05,Control
205,2003,Colorado,,WASHINGTON COUNTY,0.0,5028,left_only,WASHINGTON,3.9856630951003507e-05,both,0.0,Control
206,2003,Colorado,CO,WELD COUNTY,11.0,208858,both,WELD,3.9856630951003507e-05,both,5.266736251424413e-05,Control
207,2003,Colorado,,YUMA COUNTY,0.0,9923,left_only,YUMA,3.9856630951003507e-05,both,0.0,Control
208,2003,Florida,FL,ALACHUA COUNTY,11.0,227022,both,ALACHUA,5.345774265419162e-05,both,4.845345385028764e-05,Treatment
209,2003,Florida,,BAKER COUNTY,1.0,23555,left_only,BAKER,5.345774265419162e-05,both,4.245383145828911e-05,Control
210,2003,Florida,FL,BAY COUNTY,21.0,155044,both,BAY,5.345774265419162e-05,both,0.00013544542194473828,Treatment
211,2003,Florida,,BRADFORD COUNTY,1.0,27035,left_only,BRADFORD,5.345774265419162e-05,both,3.69890882189754e-05,Control
212,2003,Florida,FL,BREVARD COUNTY,97.0,504847,both,BREVARD,5.345774265419162e-05,both,0.00019213741985195514,Treatment
